Широта;Долгота;Склонение
S36;W152;19,2
S35;W152;18,8
S34;W152;18,3
S33;W152;17,9
S32;W152;17,4
S31;W152;17
S30;W152;16,6
S29;W152;16,2
S28;W152;15,8
S27;W152;15,5
S26;W152;15,1
S25;W152;14,7
S24;W152;14,4
S23;W152;14,1
S22;W152;13,7
S21;W152;13,4
S20;W152;13,1
S19;W152;12,8
S18;W152;12,5
S17;W152;12,2
S16;W152;11,9
S15;W152;11,7
S14;W152;11,4
S13;W152;11,2
S12;W152;10,9
S11;W152;10,7
S10;W152;10,5
S09;W152;10,3
S08;W152;10,1
S07;W152;10
S06;W152;9,8
S05;W152;9,7
S04;W152;9,5
S03;W152;9,4
S02;W152;9,3
S01;W152;9,2
N00;W152;9,1
N01;W152;9,1
N02;W152;9
N03;W152;9
N04;W152;9
N05;W152;9
N06;W152;9
N07;W152;9,1
N08;W152;9,1
N09;W152;9,2
N10;W152;9,3
N11;W152;9,3
N12;W152;9,5
N13;W152;9,6
N14;W152;9,7
N15;W152;9,9
N16;W152;10
N17;W152;10,2
N18;W152;10,4
N19;W152;10,6
N20;W152;10,8
N21;W152;11
N22;W152;11,2
N23;W152;11,5
N24;W152;11,7
N25;W152;12
N26;W152;12,2
N27;W152;12,5
N28;W152;12,7
N29;W152;13
N30;W152;13,3
N31;W152;13,6
N32;W152;13,8
N33;W152;14,1
N34;W152;14,4
N35;W152;14,7
N36;W152;15
N37;W152;15,2
N38;W152;15,5
N39;W152;15,8
N40;W152;16,1
N41;W152;16,4
N42;W152;16,7
N43;W152;17
N44;W152;17,3
N45;W152;17,6
N46;W152;17,9
N47;W152;18,3
N48;W152;18,6
N49;W152;18,9
N50;W152;19,2
N51;W152;19,6
N52;W152;20
N53;W152;20,3
N54;W152;20,7
N55;W152;21,1
N56;W152;21,5
N57;W152;21,9
N58;W152;22,3
N59;W152;22,7
N60;W152;23,1
N61;W152;23,6
N62;W152;24
N63;W152;24,5
N64;W152;25
N65;W152;25,4
N66;W152;26
N67;W152;26,5
N68;W152;27
N69;W152;27,6
N70;W152;28,2
N71;W152;28,8
N72;W152;29,5
N73;W152;30,2
N74;W152;31
N75;W152;31,9
N76;W152;32,9
N77;W152;34,1
N78;W152;35,5
N79;W152;37,2
N80;W152;39,3
N81;W152;42,2
N82;W152;46,2
N83;W152;52,2
N84;W152;61,7
N85;W152;77,9
N86;W152;104
N87;W152;133,9
N88;W152;155,4
N89;W152;168
N90;W152;175,5
S90;W151;123,5
S89;W151;121,7
S88;W151;119,8
S87;W151;117,8
S86;W151;115,6
S85;W151;113,2
S84;W151;110,7
S83;W151;108,1
S82;W151;105,3
S81;W151;102,3
S80;W151;99,2
S79;W151;96
S78;W151;92,7
S77;W151;89,3
S76;W151;85,8
S75;W151;82,4
S74;W151;78,9
S73;W151;75,4
S72;W151;72,1
S71;W151;68,8
S70;W151;65,6
S69;W151;62,5
S68;W151;59,5
S67;W151;56,7
S66;W151;54,1
S65;W151;51,6
S64;W151;49,2
S63;W151;47
S62;W151;44,9
S61;W151;43
S60;W151;41,2
S59;W151;39,5
S58;W151;37,9
S57;W151;36,4
S56;W151;35
S55;W151;33,7
S54;W151;32,5
S53;W151;31,3
S52;W151;30,3
S51;W151;29,3
S50;W151;28,3
S49;W151;27,4
S48;W151;26,6
S47;W151;25,8
S46;W151;25,1
S45;W151;24,3
S44;W151;23,7
S43;W151;23
S42;W151;22,4
S41;W151;21,8
S40;W151;21,3
S39;W151;20,7
S38;W151;20,2
S37;W151;19,7
S36;W151;19,2
S35;W151;18,8
S34;W151;18,3
S33;W151;17,9
S32;W151;17,4
S31;W151;17
S30;W151;16,6
S29;W151;16,2
S28;W151;15,8
S27;W151;15,5
S26;W151;15,1
S25;W151;14,7
S24;W151;14,4
S23;W151;14
S22;W151;13,7
S21;W151;13,4
S20;W151;13,1
S19;W151;12,8
S18;W151;12,5
S17;W151;12,2
S16;W151;11,9
S15;W151;11,7
S14;W151;11,4
S13;W151;11,2
S12;W151;10,9
S11;W151;10,7
S10;W151;10,5
S09;W151;10,3
S08;W151;10,1
S07;W151;9,9
S06;W151;9,8
S05;W151;9,6
S04;W151;9,5
S03;W151;9,4
S02;W151;9,3
S01;W151;9,2
N00;W151;9,1
N01;W151;9,1
N02;W151;9
N03;W151;9
N04;W151;9
N05;W151;9
N06;W151;9
N07;W151;9
N08;W151;9,1
N09;W151;9,2
N10;W151;9,2
N11;W151;9,3
N12;W151;9,5
N13;W151;9,6
N14;W151;9,7
N15;W151;9,9
N16;W151;10
N17;W151;10,2
N18;W151;10,4
N19;W151;10,6
N20;W151;10,8
N21;W151;11,1
N22;W151;11,3
N23;W151;11,5
N24;W151;11,8
N25;W151;12
N26;W151;12,3
N27;W151;12,6
N28;W151;12,8
N29;W151;13,1
N30;W151;13,4
N31;W151;13,7
N32;W151;13,9
N33;W151;14,2
N34;W151;14,5
N35;W151;14,8
N36;W151;15,1
N37;W151;15,4
N38;W151;15,7
N39;W151;16
N40;W151;16,3
N41;W151;16,6
N42;W151;16,9
N43;W151;17,2
N44;W151;17,5
N45;W151;17,8
N46;W151;18,2
N47;W151;18,5
N48;W151;18,8
N49;W151;19,2
N50;W151;19,5
N51;W151;19,9
N52;W151;20,3
N53;W151;20,7
N54;W151;21
N55;W151;21,4
N56;W151;21,8
N57;W151;22,3
N58;W151;22,7
N59;W151;23,1
N60;W151;23,6
N61;W151;24
N62;W151;24,5
N63;W151;25
N64;W151;25,5
N65;W151;26
N66;W151;26,5
N67;W151;27,1
N68;W151;27,7
N69;W151;28,2
N70;W151;28,9
N71;W151;29,5
N72;W151;30,2
N73;W151;31
N74;W151;31,8
N75;W151;32,7
N76;W151;33,7
N77;W151;34,9
N78;W151;36,4
N79;W151;38,1
N80;W151;40,3
N81;W151;43,2
N82;W151;47,3
N83;W151;53,4
N84;W151;63,2
N85;W151;79,7
N86;W151;106
N87;W151;135,7
N88;W151;156,7
N89;W151;169,1
N90;W151;176,5
S90;W150;122,5
S89;W150;120,7
S88;W150;118,8
S87;W150;116,7
S86;W150;114,5
S85;W150;112,2
S84;W150;109,7
S83;W150;107
S82;W150;104,2
S81;W150;101,3
S80;W150;98,2
S79;W150;95
S78;W150;91,7
S77;W150;88,4
S76;W150;85
S75;W150;81,6
S74;W150;78,2
S73;W150;74,8
S72;W150;71,5
S71;W150;68,2
S70;W150;65,1
S69;W150;62,1
S68;W150;59,2
S67;W150;56,4
S66;W150;53,8
S65;W150;51,4
S64;W150;49
S63;W150;46,9
S62;W150;44,8
S61;W150;42,9
S60;W150;41,1
S59;W150;39,4
S58;W150;37,8
S57;W150;36,3
S56;W150;35
S55;W150;33,7
S54;W150;32,5
S53;W150;31,3
S52;W150;30,3
S51;W150;29,3
S50;W150;28,3
S49;W150;27,4
S48;W150;26,6
S47;W150;25,8
S46;W150;25
S45;W150;24,3
S44;W150;23,7
S43;W150;23
S42;W150;22,4
S41;W150;21,8
S40;W150;21,3
S39;W150;20,7
S38;W150;20,2
S37;W150;19,7
S36;W150;19,2
S35;W150;18,7
S34;W150;18,3
S33;W150;17,8
S32;W150;17,4
S31;W150;17
S30;W150;16,6
S29;W150;16,2
S28;W150;15,8
S27;W150;15,4
S26;W150;15,1
S25;W150;14,7
S24;W150;14,4
S23;W150;14
S22;W150;13,7
S21;W150;13,4
S20;W150;13,1
S19;W150;12,8
S18;W150;12,5
S17;W150;12,2
S16;W150;11,9
S15;W150;11,7
S14;W150;11,4
S13;W150;11,2
S12;W150;10,9
S11;W150;10,7
S10;W150;10,5
S09;W150;10,3
S08;W150;10,1
S07;W150;9,9
S06;W150;9,8
S05;W150;9,6
S04;W150;9,5
S03;W150;9,4
S02;W150;9,3
S01;W150;9,2
N00;W150;9,1
N01;W150;9,1
N02;W150;9
N03;W150;9
N04;W150;9
N05;W150;9
N06;W150;9
N07;W150;9
N08;W150;9,1
N09;W150;9,2
N10;W150;9,2
N11;W150;9,3
N12;W150;9,5
N13;W150;9,6
N14;W150;9,7
N15;W150;9,9
N16;W150;10,1
N17;W150;10,2
N18;W150;10,4
N19;W150;10,6
N20;W150;10,9
N21;W150;11,1
N22;W150;11,3
N23;W150;11,6
N24;W150;11,8
N25;W150;12,1
N26;W150;12,3
N27;W150;12,6
N28;W150;12,9
N29;W150;13,2
N30;W150;13,5
N31;W150;13,7
N32;W150;14
N33;W150;14,3
N34;W150;14,6
N35;W150;14,9
N36;W150;15,2
N37;W150;15,5
N38;W150;15,8
N39;W150;16,1
N40;W150;16,5
N41;W150;16,8
N42;W150;17,1
N43;W150;17,4
N44;W150;17,7
N45;W150;18,1
N46;W150;18,4
N47;W150;18,8
N48;W150;19,1
N49;W150;19,5
N50;W150;19,8
N51;W150;20,2
N52;W150;20,6
N53;W150;21
N54;W150;21,4
N55;W150;21,8
N56;W150;22,2
N57;W150;22,7
N58;W150;23,1
N59;W150;23,6
N60;W150;24
N61;W150;24,5
N62;W150;25
N63;W150;25,5
N64;W150;26
N65;W150;26,6
N66;W150;27,1
N67;W150;27,7
N68;W150;28,3
N69;W150;28,9
N70;W150;29,5
N71;W150;30,2
N72;W150;30,9
N73;W150;31,7
N74;W150;32,6
N75;W150;33,5
N76;W150;34,6
N77;W150;35,8
N78;W150;37,2
N79;W150;39
N80;W150;41,3
N81;W150;44,3
N82;W150;48,4
N83;W150;54,7
N84;W150;64,6
N85;W150;81,5
N86;W150;108,1
N87;W150;137,5
N88;W150;158,1
N89;W150;170,2
N90;W150;177,5
S90;W149;121,5
S89;W149;119,7
S88;W149;117,8
S87;W149;115,7
S86;W149;113,5
S85;W149;111,1
S84;W149;108,6
S83;W149;106
S82;W149;103,2
S81;W149;100,3
S80;W149;97,2
S79;W149;94,1
S78;W149;90,8
S77;W149;87,5
S76;W149;84,2
S75;W149;80,8
S74;W149;77,4
S73;W149;74,1
S72;W149;70,9
S71;W149;67,7
S70;W149;64,6
S69;W149;61,7
S68;W149;58,8
S67;W149;56,1
S66;W149;53,6
S65;W149;51,2
S64;W149;48,9
S63;W149;46,7
S62;W149;44,7
S61;W149;42,8
S60;W149;41
S59;W149;39,3
S58;W149;37,8
S57;W149;36,3
S56;W149;34,9
S55;W149;33,7
S54;W149;32,5
S53;W149;31,3
S52;W149;30,3
S51;W149;29,3
S50;W149;28,3
S49;W149;27,4
S48;W149;26,6
S47;W149;25,8
S46;W149;25
S45;W149;24,3
S44;W149;23,7
S43;W149;23
S42;W149;22,4
S41;W149;21,8
S40;W149;21,2
S39;W149;20,7
S38;W149;20,2
S37;W149;19,7
S36;W149;19,2
S35;W149;18,7
S34;W149;18,3
S33;W149;17,8
S32;W149;17,4
S31;W149;17
S30;W149;16,6
S29;W149;16,2
S28;W149;15,8
S27;W149;15,4
S26;W149;15,1
S25;W149;14,7
S24;W149;14,4
S23;W149;14
S22;W149;13,7
S21;W149;13,4
S20;W149;13,1
S19;W149;12,8
S18;W149;12,5
S17;W149;12,2
S16;W149;11,9
S15;W149;11,7
S14;W149;11,4
S13;W149;11,2
S12;W149;10,9
S11;W149;10,7
S10;W149;10,5
S09;W149;10,3
S08;W149;10,1
S07;W149;9,9
S06;W149;9,8
S05;W149;9,6
S04;W149;9,5
S03;W149;9,4
S02;W149;9,3
S01;W149;9,2
N00;W149;9,1
N01;W149;9,1
N02;W149;9
N03;W149;9
N04;W149;9
N05;W149;9
N06;W149;9
N07;W149;9
N08;W149;9,1
N09;W149;9,2
N10;W149;9,2
N11;W149;9,3
N12;W149;9,5
N13;W149;9,6
N14;W149;9,7
N15;W149;9,9
N16;W149;10,1
N17;W149;10,3
N18;W149;10,5
N19;W149;10,7
N20;W149;10,9
N21;W149;11,1
N22;W149;11,4
N23;W149;11,6
N24;W149;11,9
N25;W149;12,1
N26;W149;12,4
N27;W149;12,7
N28;W149;13
N29;W149;13,2
N30;W149;13,5
N31;W149;13,8
N32;W149;14,1
N33;W149;14,4
N34;W149;14,7
N35;W149;15
N36;W149;15,4
N37;W149;15,7
N38;W149;16
N39;W149;16,3
N40;W149;16,6
N41;W149;16,9
N42;W149;17,3
N43;W149;17,6
N44;W149;17,9
N45;W149;18,3
N46;W149;18,6
N47;W149;19
N48;W149;19,4
N49;W149;19,7
N50;W149;20,1
N51;W149;20,5
N52;W149;20,9
N53;W149;21,3
N54;W149;21,7
N55;W149;22,1
N56;W149;22,6
N57;W149;23
N58;W149;23,5
N59;W149;24
N60;W149;24,5
N61;W149;25
N62;W149;25,5
N63;W149;26
N64;W149;26,6
N65;W149;27,1
N66;W149;27,7
N67;W149;28,3
N68;W149;28,9
N69;W149;29,5
N70;W149;30,2
N71;W149;30,9
N72;W149;31,7
N73;W149;32,5
N74;W149;33,3
N75;W149;34,3
N76;W149;35,4
N77;W149;36,6
N78;W149;38,1
N79;W149;39,9
N80;W149;42,3
N81;W149;45,3
N82;W149;49,6
N83;W149;55,9
N84;W149;66,1
N85;W149;83,3
N86;W149;110,2
N87;W149;139,3
N88;W149;159,5
N89;W149;171,4
N90;W149;178,5
S90;W148;120,5
S89;W148;118,7
S88;W148;116,8
S87;W148;114,7
S86;W148;112,4
S85;W148;110,1
S84;W148;107,6
S83;W148;104,9
S82;W148;102,1
S81;W148;99,2
S80;W148;96,2
S79;W148;93,1
S78;W148;89,9
S77;W148;86,6
S76;W148;83,3
S75;W148;80
S74;W148;76,7
S73;W148;73,5
S72;W148;70,3
S71;W148;67,2
S70;W148;64,2
S69;W148;61,3
S68;W148;58,5
S67;W148;55,8
S66;W148;53,3
S65;W148;50,9
S64;W148;48,7
S63;W148;46,6
S62;W148;44,6
S61;W148;42,7
S60;W148;40,9
S59;W148;39,3
S58;W148;37,7
S57;W148;36,3
S56;W148;34,9
S55;W148;33,6
S54;W148;32,4
S53;W148;31,3
S52;W148;30,3
S51;W148;29,3
S50;W148;28,3
S49;W148;27,4
S48;W148;26,6
S47;W148;25,8
S46;W148;25
S45;W148;24,3
S44;W148;23,6
S43;W148;23
S42;W148;22,4
S41;W148;21,8
S40;W148;21,2
S39;W148;20,7
S38;W148;20,2
S37;W148;19,7
S36;W148;19,2
S35;W148;18,7
S34;W148;18,3
S33;W148;17,8
S32;W148;17,4
S31;W148;17
S30;W148;16,6
S29;W148;16,2
S28;W148;15,8
S27;W148;15,4
S26;W148;15,1
S25;W148;14,7
S24;W148;14,4
S23;W148;14
S22;W148;13,7
S21;W148;13,4
S20;W148;13,1
S19;W148;12,8
S18;W148;12,5
S17;W148;12,2
S16;W148;11,9
S15;W148;11,6
S14;W148;11,4
S13;W148;11,1
S12;W148;10,9
S11;W148;10,7
S10;W148;10,5
S09;W148;10,3
S08;W148;10,1
S07;W148;9,9
S06;W148;9,8
S05;W148;9,6
S04;W148;9,5
S03;W148;9,4
S02;W148;9,3
S01;W148;9,2
N00;W148;9,1
N01;W148;9,1
N02;W148;9
N03;W148;9
N04;W148;9
N05;W148;9
N06;W148;9
N07;W148;9
N08;W148;9,1
N09;W148;9,2
N10;W148;9,2
N11;W148;9,4
N12;W148;9,5
N13;W148;9,6
N14;W148;9,7
N15;W148;9,9
N16;W148;10,1
N17;W148;10,3
N18;W148;10,5
N19;W148;10,7
N20;W148;10,9
N21;W148;11,1
N22;W148;11,4
N23;W148;11,6
N24;W148;11,9
N25;W148;12,2
N26;W148;12,5
N27;W148;12,7
N28;W148;13
N29;W148;13,3
N30;W148;13,6
N31;W148;13,9
N32;W148;14,2
N33;W148;14,5
N34;W148;14,8
N35;W148;15,2
N36;W148;15,5
N37;W148;15,8
N38;W148;16,1
N39;W148;16,4
N40;W148;16,8
N41;W148;17,1
N42;W148;17,4
N43;W148;17,8
N44;W148;18,1
N45;W148;18,5
N46;W148;18,8
N47;W148;19,2
N48;W148;19,6
N49;W148;20
N50;W148;20,4
N51;W148;20,8
N52;W148;21,2
N53;W148;21,6
N54;W148;22
N55;W148;22,5
N56;W148;22,9
N57;W148;23,4
N58;W148;23,9
N59;W148;24,4
N60;W148;24,9
N61;W148;25,4
N62;W148;25,9
N63;W148;26,5
N64;W148;27,1
N65;W148;27,6
N66;W148;28,2
N67;W148;28,9
N68;W148;29,5
N69;W148;30,2
N70;W148;30,9
N71;W148;31,6
N72;W148;32,4
N73;W148;33,2
N74;W148;34,1
N75;W148;35,1
N76;W148;36,2
N77;W148;37,5
N78;W148;39
N79;W148;40,9
N80;W148;43,2
N81;W148;46,4
N82;W148;50,7
N83;W148;57,2
N84;W148;67,7
N85;W148;85,3
N86;W148;112,4
N87;W148;141,1
N88;W148;160,9
N89;W148;172,5
N90;W148;179,5
S90;W147;119,5
S89;W147;117,7
S88;W147;115,7
S87;W147;113,6
S86;W147;111,4
S85;W147;109
S84;W147;106,5
S83;W147;103,9
S82;W147;101,1
S81;W147;98,2
S80;W147;95,2
S79;W147;92,1
S78;W147;89
S77;W147;85,8
S76;W147;82,5
S75;W147;79,3
S74;W147;76
S73;W147;72,8
S72;W147;69,7
S71;W147;66,7
S70;W147;63,7
S69;W147;60,9
S68;W147;58,1
S67;W147;55,6
S66;W147;53,1
S65;W147;50,7
S64;W147;48,5
S63;W147;46,4
S62;W147;44,5
S61;W147;42,6
S60;W147;40,9
S59;W147;39,2
S58;W147;37,7
S57;W147;36,3
S56;W147;34,9
S55;W147;33,6
S54;W147;32,4
S53;W147;31,3
S52;W147;30,3
S51;W147;29,3
S50;W147;28,3
S49;W147;27,4
S48;W147;26,6
S47;W147;25,8
S46;W147;25
S45;W147;24,3
S44;W147;23,6
S43;W147;23
S42;W147;22,4
S41;W147;21,8
S40;W147;21,2
S39;W147;20,7
S38;W147;20,2
S37;W147;19,7
S36;W147;19,2
S35;W147;18,7
S34;W147;18,2
S33;W147;17,8
S32;W147;17,4
S31;W147;17
S30;W147;16,6
S29;W147;16,2
S28;W147;15,8
S27;W147;15,4
S26;W147;15,1
S25;W147;14,7
S24;W147;14,4
S23;W147;14
S22;W147;13,7
S21;W147;13,4
S20;W147;13,1
S19;W147;12,8
S18;W147;12,5
S17;W147;12,2
S16;W147;11,9
S15;W147;11,6
S14;W147;11,4
S13;W147;11,1
S12;W147;10,9
S11;W147;10,7
S10;W147;10,5
S09;W147;10,3
S08;W147;10,1
S07;W147;9,9
S06;W147;9,8
S05;W147;9,6
S04;W147;9,5
S03;W147;9,4
S02;W147;9,3
S01;W147;9,2
N00;W147;9,1
N01;W147;9
N02;W147;9
N03;W147;9
N04;W147;9
N05;W147;9
N06;W147;9
N07;W147;9
N08;W147;9,1
N09;W147;9,2
N10;W147;9,3
N11;W147;9,4
N12;W147;9,5
N13;W147;9,6
N14;W147;9,8
N15;W147;9,9
N16;W147;10,1
N17;W147;10,3
N18;W147;10,5
N19;W147;10,7
N20;W147;10,9
N21;W147;11,2
N22;W147;11,4
N23;W147;11,7
N24;W147;12
N25;W147;12,2
N26;W147;12,5
N27;W147;12,8
N28;W147;13,1
N29;W147;13,4
N30;W147;13,7
N31;W147;14
N32;W147;14,3
N33;W147;14,6
N34;W147;14,9
N35;W147;15,3
N36;W147;15,6
N37;W147;15,9
N38;W147;16,2
N39;W147;16,6
N40;W147;16,9
N41;W147;17,2
N42;W147;17,6
N43;W147;17,9
N44;W147;18,3
N45;W147;18,7
N46;W147;19
N47;W147;19,4
N48;W147;19,8
N49;W147;20,2
N50;W147;20,6
N51;W147;21
N52;W147;21,4
N53;W147;21,9
N54;W147;22,3
N55;W147;22,8
N56;W147;23,3
N57;W147;23,8
N58;W147;24,3
N59;W147;24,8
N60;W147;25,3
N61;W147;25,8
N62;W147;26,4
N63;W147;27
N64;W147;27,5
N65;W147;28,2
N66;W147;28,8
N67;W147;29,4
N68;W147;30,1
N69;W147;30,8
N70;W147;31,5
N71;W147;32,3
N72;W147;33,1
N73;W147;33,9
N74;W147;34,8
N75;W147;35,9
N76;W147;37
N77;W147;38,4
N78;W147;39,9
N79;W147;41,8
N80;W147;44,2
N81;W147;47,4
N82;W147;51,9
N83;W147;58,6
N84;W147;69,3
N85;W147;87,3
N86;W147;114,7
N87;W147;143
N88;W147;162,3
N89;W147;173,6
N90;W147;179,5
S90;W146;118,5
S89;W146;116,7
S88;W146;114,7
S87;W146;112,6
S86;W146;110,4
S85;W146;108
S84;W146;105,5
S83;W146;102,9
S82;W146;100,1
S81;W146;97,2
S80;W146;94,3
S79;W146;91,2
S78;W146;88,1
S77;W146;84,9
S76;W146;81,7
S75;W146;78,5
S74;W146;75,3
S73;W146;72,2
S72;W146;69,1
S71;W146;66,2
S70;W146;63,3
S69;W146;60,5
S68;W146;57,8
S67;W146;55,3
S66;W146;52,8
S65;W146;50,5
S64;W146;48,4
S63;W146;46,3
S62;W146;44,4
S61;W146;42,5
S60;W146;40,8
S59;W146;39,2
S58;W146;37,7
S57;W146;36,2
S56;W146;34,9
S55;W146;33,6
S54;W146;32,4
S53;W146;31,3
S52;W146;30,3
S51;W146;29,3
S50;W146;28,3
S49;W146;27,4
S48;W146;26,6
S47;W146;25,8
S46;W146;25
S45;W146;24,3
S44;W146;23,6
S43;W146;23
S42;W146;22,4
S41;W146;21,8
S40;W146;21,2
S39;W146;20,7
S38;W146;20,1
S37;W146;19,6
S36;W146;19,2
S35;W146;18,7
S34;W146;18,2
S33;W146;17,8
S32;W146;17,4
S31;W146;17
S30;W146;16,6
S29;W146;16,2
S28;W146;15,8
S27;W146;15,4
S26;W146;15,1
S25;W146;14,7
S24;W146;14,4
S23;W146;14
S22;W146;13,7
S21;W146;13,4
S20;W146;13,1
S19;W146;12,8
S18;W146;12,5
S17;W146;12,2
S16;W146;11,9
S15;W146;11,6
S14;W146;11,4
S13;W146;11,1
S12;W146;10,9
S11;W146;10,7
S10;W146;10,5
S09;W146;10,3
S08;W146;10,1
S07;W146;9,9
S06;W146;9,8
S05;W146;9,6
S04;W146;9,5
S03;W146;9,4
S02;W146;9,3
S01;W146;9,2
N00;W146;9,1
N01;W146;9
N02;W146;9
N03;W146;9
N04;W146;9
N05;W146;9
N06;W146;9
N07;W146;9
N08;W146;9,1
N09;W146;9,2
N10;W146;9,3
N11;W146;9,4
N12;W146;9,5
N13;W146;9,6
N14;W146;9,8
N15;W146;9,9
N16;W146;10,1
N17;W146;10,3
N18;W146;10,5
N19;W146;10,7
N20;W146;11
N21;W146;11,2
N22;W146;11,5
N23;W146;11,7
N24;W146;12
N25;W146;12,3
N26;W146;12,6
N27;W146;12,8
N28;W146;13,1
N29;W146;13,4
N30;W146;13,8
N31;W146;14,1
N32;W146;14,4
N33;W146;14,7
N34;W146;15
N35;W146;15,3
N36;W146;15,7
N37;W146;16
N38;W146;16,3
N39;W146;16,7
N40;W146;17
N41;W146;17,4
N42;W146;17,7
N43;W146;18,1
N44;W146;18,5
N45;W146;18,8
N46;W146;19,2
N47;W146;19,6
N48;W146;20
N49;W146;20,4
N50;W146;20,8
N51;W146;21,3
N52;W146;21,7
N53;W146;22,2
N54;W146;22,6
N55;W146;23,1
N56;W146;23,6
N57;W146;24,1
N58;W146;24,6
N59;W146;25,1
N60;W146;25,7
N61;W146;26,2
N62;W146;26,8
N63;W146;27,4
N64;W146;28
N65;W146;28,7
N66;W146;29,3
N67;W146;30
N68;W146;30,7
N69;W146;31,4
N70;W146;32,1
N71;W146;32,9
N72;W146;33,7
N73;W146;34,6
N74;W146;35,6
N75;W146;36,7
N76;W146;37,8
N77;W146;39,2
N78;W146;40,8
N79;W146;42,8
N80;W146;45,2
N81;W146;48,5
N82;W146;53,1
N83;W146;59,9
N84;W146;70,9
N85;W146;89,3
N86;W146;116,9
N87;W146;144,9
N88;W146;163,7
N89;W146;174,7
N90;W146;178,5
S90;W145;117,5
S89;W145;115,7
S88;W145;113,7
S87;W145;111,6
S86;W145;109,3
S85;W145;107
S84;W145;104,5
S83;W145;101,8
S82;W145;99,1
S81;W145;96,2
S80;W145;93,3
S79;W145;90,3
S78;W145;87,2
S77;W145;84,1
S76;W145;80,9
S75;W145;77,8
S74;W145;74,7
S73;W145;71,6
S72;W145;68,6
S71;W145;65,7
S70;W145;62,8
S69;W145;60,1
S68;W145;57,5
S67;W145;55
S66;W145;52,6
S65;W145;50,3
S64;W145;48,2
S63;W145;46,2
S62;W145;44,2
S61;W145;42,4
S60;W145;40,7
S59;W145;39,1
S58;W145;37,6
S57;W145;36,2
S56;W145;34,9
S55;W145;33,6
S54;W145;32,4
S53;W145;31,3
S52;W145;30,3
S51;W145;29,3
S50;W145;28,3
S49;W145;27,4
S48;W145;26,6
S47;W145;25,8
S46;W145;25
S45;W145;24,3
S44;W145;23,6
S43;W145;23
S42;W145;22,4
S41;W145;21,8
S40;W145;21,2
S39;W145;20,7
S38;W145;20,1
S37;W145;19,6
S36;W145;19,2
S35;W145;18,7
S34;W145;18,2
S33;W145;17,8
S32;W145;17,4
S31;W145;16,9
S30;W145;16,5
S29;W145;16,2
S28;W145;15,8
S27;W145;15,4
S26;W145;15
S25;W145;14,7
S24;W145;14,3
S23;W145;14
S22;W145;13,7
S21;W145;13,4
S20;W145;13,1
S19;W145;12,8
S18;W145;12,5
S17;W145;12,2
S16;W145;11,9
S15;W145;11,6
S14;W145;11,4
S13;W145;11,1
S12;W145;10,9
S11;W145;10,7
S10;W145;10,5
S09;W145;10,3
S08;W145;10,1
S07;W145;9,9
S06;W145;9,8
S05;W145;9,6
S04;W145;9,5
S03;W145;9,4
S02;W145;9,3
S01;W145;9,2
N00;W145;9,1
N01;W145;9
N02;W145;9
N03;W145;9
N04;W145;9
N05;W145;9
N06;W145;9
N07;W145;9
N08;W145;9,1
N09;W145;9,2
N10;W145;9,3
N11;W145;9,4
N12;W145;9,5
N13;W145;9,6
N14;W145;9,8
N15;W145;10
N16;W145;10,1
N17;W145;10,3
N18;W145;10,5
N19;W145;10,8
N20;W145;11
N21;W145;11,2
N22;W145;11,5
N23;W145;11,8
N24;W145;12
N25;W145;12,3
N26;W145;12,6
N27;W145;12,9
N28;W145;13,2
N29;W145;13,5
N30;W145;13,8
N31;W145;14,1
N32;W145;14,4
N33;W145;14,8
N34;W145;15,1
N35;W145;15,4
N36;W145;15,8
N37;W145;16,1
N38;W145;16,4
N39;W145;16,8
N40;W145;17,1
N41;W145;17,5
N42;W145;17,9
N43;W145;18,2
N44;W145;18,6
N45;W145;19
N46;W145;19,4
N47;W145;19,8
N48;W145;20,2
N49;W145;20,6
N50;W145;21
N51;W145;21,5
N52;W145;21,9
N53;W145;22,4
N54;W145;22,9
N55;W145;23,4
N56;W145;23,9
N57;W145;24,4
N58;W145;24,9
N59;W145;25,5
N60;W145;26,1
N61;W145;26,6
N62;W145;27,2
N63;W145;27,9
N64;W145;28,5
N65;W145;29,1
N66;W145;29,8
N67;W145;30,5
N68;W145;31,2
N69;W145;32
N70;W145;32,8
N71;W145;33,6
N72;W145;34,4
N73;W145;35,3
N74;W145;36,3
N75;W145;37,4
N76;W145;38,7
N77;W145;40,1
N78;W145;41,7
N79;W145;43,7
N80;W145;46,2
N81;W145;49,6
N82;W145;54,3
N83;W145;61,3
N84;W145;72,6
N85;W145;91,5
N86;W145;119,3
N87;W145;146,8
N88;W145;165,1
N89;W145;175,9
N90;W145;177,5
S90;W144;116,5
S89;W144;114,7
S88;W144;112,7
S87;W144;110,5
S86;W144;108,3
S85;W144;105,9
S84;W144;103,4
S83;W144;100,8
S82;W144;98,1
S81;W144;95,3
S80;W144;92,3
S79;W144;89,4
S78;W144;86,3
S77;W144;83,2
S76;W144;80,1
S75;W144;77
S74;W144;74
S73;W144;71
S72;W144;68
S71;W144;65,2
S70;W144;62,4
S69;W144;59,7
S68;W144;57,1
S67;W144;54,7
S66;W144;52,3
S65;W144;50,1
S64;W144;48
S63;W144;46
S62;W144;44,1
S61;W144;42,4
S60;W144;40,7
S59;W144;39,1
S58;W144;37,6
S57;W144;36,2
S56;W144;34,9
S55;W144;33,6
S54;W144;32,4
